,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
6581,6953,"Oh, look, look, he's closing his eyes.  Look, he's opening his eyes.",Phoebe,joy,positive,682,8,1,23,"00:21:32,749","00:21:35,876"
6586,6958,"All right, I'll see you guys later.",Ross,neutral,neutral,682,13,1,23,"00:21:57,524","00:21:59,984"
6587,6959,"Oh, look, he's closing his eyes again.",Phoebe,neutral,neutral,682,14,1,23,"00:22:32,726","00:22:35,561"
6588,6960,"Come on, they're gonna love you.",Ross,joy,positive,683,0,1,24,"00:21:51,226","00:21:52,768"
6589,6967,"Well, thank you for lunch.",Chandler,neutral,neutral,684,0,7,11,"00:08:04,901","00:08:06,902"
6590,6968,"What? Wait a minute, I didnt pay, I thought you paid!",Rachel,neutral,neutral,684,1,7,11,"00:08:07,069","00:08:09,070"
6591,6969,So apparently we just dont pay for food anymore.  Do you see what I see?,Chandler,neutral,neutral,684,2,7,11,"00:08:09,238","00:08:17,829"
6592,6970,How did it go?,Monica,neutral,neutral,685,0,7,10,"0:05:11,686","0:05:12,448"
6593,6971,Had the money in the wrong hand.,Chandler,neutral,neutral,685,1,7,10,"0:05:12,448","0:05:14,695"
6594,6972,"All right, Im gonna go steam my wedding dress okay? Who wants the responsibility of making sure nothing happens to it?",Monica,neutral,neutral,686,0,7,23,"00:12:34,420","00:12:39,299"
6595,6973,Ill do it.,Rachel,neutral,neutral,686,1,7,23,"0:12:39,550","0:12:40,432"
6596,6974,Who wants it? Anybody?,Monica,neutral,neutral,686,2,7,23,"0:12:40,432","0:12:42,346"
6597,6975,I said Ill do it!,Rachel,anger,negative,686,3,7,23,"00:12:42,887","00:12:45,221"
6598,6976,"Nobody wants to do it? All right, Ill do it myself.",Monica,disgust,negative,686,4,7,23,"00:12:42,887","00:12:49,517"
6599,6977,Monica! Im not gonna screw it up!,Rachel,anger,negative,686,5,7,23,"00:12:45,473","00:12:49,517"
6600,6979,"Youre right, Im sorry.",Monica,sadness,negative,686,6,7,23,"0:12:49,727","0:12:51,709"
6601,6980,Actually you were a big help tonight.,Monica,joy,positive,686,7,7,23,"0:12:51,709","0:12:53,419"
6602,6981,"Yeah, and thanks for putting my grandmother in the cab and making sure she got to the hotel safely.",Monica,neutral,neutral,686,8,7,23,"00:12:53,606","00:12:57,192"
6603,6982,Well of course that is what Im here for!,Rachel,joy,positive,686,9,7,23,"0:12:57,443","0:13:00,125"
6604,6983,Okay. Sorry.,Monica,neutral,neutral,686,10,7,23,"0:13:00,125","0:13:00,537"
6605,6984,Ugh!  What grandmother?,Rachel,surprise,negative,686,11,7,23,"00:13:03,491","00:13:05,033"
6606,6985,"Hi. Tag, I have a conference call today is that correct?",Rachel,neutral,neutral,687,0,7,9,"00:03:36,257","00:03:39,635"
6607,6986,"Yes, at 4:00.",Tag,neutral,neutral,687,1,7,9,"0:03:39,844","0:03:41,638"
6608,6987,"Okay, thank you.",Rachel,neutral,neutral,687,2,7,9,"0:03:41,638","0:03:42,310"
6609,6988,Thatll be all.,Rachel,neutral,neutral,687,3,7,9,"0:03:42,310","0:03:42,983"
6610,6989,Wait!,Rachel,surprise,positive,687,4,7,9,"0:03:43,598","0:03:44,160"
6611,6990,Wait!,Rachel,surprise,positive,687,5,7,9,"0:03:44,160","0:03:44,687"
6612,6991,Did you see that?,Rachel,surprise,positive,687,6,7,9,"00:03:49,187","00:03:50,229"
6613,6992,That mail guy had no idea there was something going on between us.,Rachel,surprise,positive,687,7,7,9,"00:03:50,438","00:03:53,565"
6614,6993,"Youve seen my huge stack of porn, right?",Joey,neutral,neutral,688,0,7,22,"00:09:18,516","00:09:21,101"
6615,6994,"Hey Monica, its Chip.",Chip,neutral,neutral,689,0,4,2,"0:01:38,723","0:01:40,705"
6616,6995,Yes.,Monica,joy,positive,689,1,4,2,"0:01:40,705","0:01:40,943"
6617,6996,Whos Chip?,Ross,neutral,neutral,689,2,4,2,"0:01:41,059","0:01:42,151"
6618,6997,Shhh!,Monica,neutral,neutral,689,3,4,2,"0:01:42,151","0:01:42,404"
6619,6998,"Good runnin into you at the bank today, so ah, heres my number, 555-9323. Give me a call. Later.",Chip,neutral,neutral,689,4,4,2,"00:01:42,519","00:01:48,023"
6620,6999,"Chip, is Chip Matthews.",Monica,neutral,neutral,689,5,4,2,"00:01:48,191","00:01:50,484"
6621,7000,The guy who took Rachel to the prom? Why is he calling you?,Ross,surprise,positive,689,6,4,2,"00:01:51,069","00:01:58,534"
6622,7001,"Cause I ran into him at the bank, he is still soo cute.",Monica,joy,positive,689,7,4,2,"00:01:54,614","00:01:58,534"
6623,7002,"Monica, youre so lucky! Hes like the most popular guy in school!!",Ross,joy,positive,689,8,4,2,"00:01:58,827","00:02:02,538"
6624,7003,"I know!!   Chip? Hi! Its Monica.  Kay.  Kay.  Okay.  Okay, good-bye.  Oh my God, we just had",Monica,joy,positive,689,9,4,2,"00:02:03,498","00:02:17,594"
6625,7004,I was just leaving.,Ross,neutral,neutral,689,10,4,2,"00:02:29,399","00:02:31,567"
6626,7005,"Good! Cause Ive got a product report to read, its like eight pages, I hope I dont fall asleep.",Rachel,neutral,neutral,689,11,4,2,"00:02:31,985","00:02:37,739"
6627,7006,Why? Did you write it?,Ross,neutral,neutral,689,12,4,2,"00:02:38,158","00:02:39,449"
6628,7007,"Wow! Look at that, Chip Matthews called. I wonder what he wants?",Rachel,surprise,positive,689,13,4,2,"00:02:44,539","00:02:49,168"
6629,7008,"Well ah, actually...",Ross,neutral,neutral,689,14,4,2,"00:02:50,753","00:02:52,254"
6630,7009,Heres your tea Phoebe.,Monica,neutral,neutral,690,0,4,22,"00:14:28,951","00:14:31,077"
6631,7010,"Its so good.  Oh, thanks.",Phoebe,joy,positive,690,1,4,22,"00:14:36,584","00:14:41,546"
6632,7011,Good.,Rachel,joy,positive,690,2,4,22,"0:14:41,714","0:14:42,096"
6633,7012,Im so glad you liked it.,Monica,joy,positive,690,3,4,22,"0:14:42,096","0:14:44,723"
6634,7013,Oh!,Phoebe,surprise,negative,690,4,4,22,"0:14:44,842","0:14:45,434"
6635,7014,What?!,Monica,surprise,negative,690,5,4,22,"0:14:45,434","0:14:46,315"
6636,7015,What?! She made the tea!,Rachel,surprise,negative,690,6,4,22,"00:14:46,427","00:14:48,461"
6647,7026,Your friends are outta here pal.,Mr. Treeger,anger,negative,693,4,4,4,"00:04:55,044","00:04:57,337"
6648,7027,Why dont you tell me something I dont know!,Joey,anger,negative,693,5,4,4,"00:04:58,840","00:05:01,717"
6649,7028,All right! I found one that fits!,Chandler,joy,positive,694,0,7,20,"00:21:17,442","00:21:18,776"
6652,7031,Oh does it matter?! All that matters is that you look so handsome.,Rachel,sadness,negative,694,3,7,20,"00:21:29,663","00:21:35,126"
6653,7032,Oh damnit!,Ben,disgust,negative,695,0,7,16,"00:09:15,888","00:09:18,014"
6656,7035,No dont! Go back to repeating!,Rachel,fear,negative,695,3,7,16,"0:09:21,707","0:09:22,375"
6662,7041,"Oh well, Chandler and Monica are over there and it's kinda hard to concentrate.",Joey,neutral,neutral,696,2,5,12,"00:16:13,806","00:16:17,809"
6663,7042,What?!,Rachel,surprise,negative,696,3,5,12,"00:16:18,852","00:16:19,852"
6664,7043,She just called and said that she was gonna be working late!,Rachel,anger,negative,696,4,5,12,"00:16:18,852","00:16:22,438"
6665,7044,She keeps lying to me!,Rachel,anger,negative,696,5,5,12,"00:16:22,648","00:16:24,399"
6666,7045,That's it!,Rachel,anger,negative,696,6,5,12,"00:16:24,608","00:16:28,653"
6667,7047,I'm just gonna go over there and confront them right now!,Rachel,anger,negative,696,7,5,12,"00:16:18,852","00:16:28,653"
6668,7048,"So Chandler, I-I'd love to come by tonight.",Phoebe,joy,positive,697,0,5,14,"00:14:34,164","00:14:36,374"
6669,7049,Really?,Chandler,surprise,positive,697,1,5,14,"00:14:40,254","00:14:41,296"
6670,7050,"Oh absolutely. Shall we say, around seven?",Phoebe,joy,positive,697,2,5,14,"00:14:41,505","00:14:43,631"
6671,7051,Yes.,Chandler,neutral,neutral,697,3,5,14,"00:14:44,717","00:14:45,967"
6674,7054,Oh yeah!  Oh my God! That is,Rachel,surprise,negative,697,6,5,14,"00:15:07,740","00:15:18,207"
6675,7055,"Yeah, it is! Naked Ross!!",All,surprise,negative,697,7,5,14,"00:15:14,872","00:15:18,207"
6679,7059,Noo.,Rachel,disgust,negative,698,3,3,25,"0:16:32,283","0:16:34,132"
6680,7060,"What does this mean? What do you, I mean do you wanna, get back together?",Ross,neutral,neutral,698,4,3,25,"00:16:45,629","00:16:50,049"
6681,7061,"Noo! Maybe! I, I dont know.",Rachel,sadness,negative,698,5,3,25,"00:16:50,217","00:16:54,512"
6682,7062,What?!,Ross,surprise,positive,698,6,3,25,"00:17:07,609","00:17:08,735"
6683,7063,"I just, I feel, I-I just...",Rachel,sadness,negative,698,7,3,25,"00:17:09,862","00:17:15,575"
6684,7064,I won! I won! I finally won!,Phoebe,surprise,positive,699,0,5,24,"00:17:01,812","00:17:04,689"
6685,7065,I won! That was my quarter!,The Lurker,anger,negative,699,1,5,24,"00:17:04,898","00:17:06,649"
6686,7066,Fine! Here! Take a hike toots!,Phoebe,anger,negative,699,2,5,24,"00:17:06,859","00:17:08,985"
6687,7067,"Excuse me, sir! This lady played my quarter, this is my money.",The Lurker,anger,negative,699,3,5,24,"00:17:10,487","00:17:14,782"
6688,7068,Is that true miss?,The Security Guard,neutral,neutral,699,4,5,24,"00:17:14,992","00:17:16,284"
6689,7069,Sells drugs to kids.,Phoebe,disgust,negative,699,5,5,24,"0:17:17,786","0:17:18,954"
6690,7070,What?!,The Security Guard,surprise,negative,699,6,5,24,"0:17:18,954","0:17:20,122"
6691,7071,She sells drugs to kids.,Phoebe,disgust,negative,699,7,5,24,"0:17:20,122","0:17:20,763"
6692,7072,It was my quarter!,The Lurker,anger,negative,699,8,5,24,"0:17:24,918","0:17:26,520"
6693,7073,Was it her quarter?,The Security Guard,neutral,neutral,699,9,5,24,"0:17:26,520","0:17:26,924"
6694,7074,How about we talk about this over dinner?,Phoebe,neutral,neutral,699,10,5,24,"00:17:29,048","00:17:31,758"
6695,7075,"Okay lady, you're out of here.",The Security Guard,disgust,negative,699,11,5,24,"00:17:31,967","00:17:35,720"
6696,7076,"No! No, you can't arrest me! No!! I won't go back! I won't go back to that hell hole!!",Phoebe,anger,negative,699,12,5,24,"00:17:35,929","00:17:38,014"
6697,7077,I'm just taking you outside!,The Security Guard,anger,negative,699,13,5,24,"00:17:39,767","00:17:42,268"
6698,7078,"Oh, okay.",Phoebe,neutral,neutral,699,14,5,24,"00:17:42,478","00:17:43,978"
6699,7079,Hey!,Ross,neutral,neutral,700,0,6,1,"0:15:03,152","0:15:04,153"
6700,7080,Hey!,Rachel,neutral,neutral,700,1,6,1,"0:15:04,153","0:15:04,293"
6701,7081,"Listen, I know you wanted to talk to me, but I have an idea that may make you want to stay married.  We register, and",Ross,neutral,neutral,700,2,6,1,"00:15:04,403","00:15:17,040"
6702,7082,No!,Rachel,anger,negative,700,3,6,1,"0:15:21,170","0:15:23,152"
6703,7083,"Ross, come on!",Rachel,anger,negative,700,4,6,1,"0:15:23,152","0:15:23,624"
6704,7084,No!,Rachel,anger,negative,700,5,6,1,"0:15:23,624","0:15:23,985"
6705,7085,"Listen, look I thought a lot about how to tell you this and the bottom line, Ross, is we can not stay married.",Rachel,sadness,negative,700,6,6,1,"00:15:21,170","00:15:30,929"
6706,7086,I dont know if its true.,Ross,neutral,neutral,700,7,6,1,"0:15:32,389","0:15:33,599"
6707,7087,Oh b-b-but it is!,Rachel,anger,negative,700,8,6,1,"0:15:33,599","0:15:35,885"
6708,7088,"Oh, okay, yknow what this is?",Ross,neutral,neutral,700,9,6,1,"00:15:35,976","00:15:38,436"
6709,7089,"Oh Ross, come on! This is not, this is not a marriage!! This is the worlds worst hangover! Ross, listen, if",Rachel,anger,negative,700,10,6,1,"00:15:47,196","00:15:55,662"
6710,7090,"All right. All right, Ill do it.",Ross,sadness,negative,700,11,6,1,"00:15:59,124","00:16:01,542"
6711,7091,"Thank you.  Hey-hey umm, uh, is there, is there any such thing as an annulment shower?",Rachel,neutral,neutral,700,12,6,1,"00:16:01,710","00:16:10,093"
6712,7092,Hey! What are you guys doing?,Chandler,neutral,neutral,701,0,7,9,"00:02:05,208","00:02:07,042"
6713,7094,Making holiday candy for the neighbors.,Monica,neutral,neutral,701,1,7,9,"00:02:07,252","00:02:09,336"
6714,7095,Yes!,Monica,joy,positive,702,0,7,22,"00:07:45,882","00:07:47,299"
6715,7096,So I really never get to win anymore?,Chandler,sadness,negative,702,1,7,22,"0:07:48,259","0:07:50,178"
6718,7099,Brooklyn Heights.,Angela,neutral,neutral,703,1,1,5,"0:13:42,321","0:13:43,163"
6719,7100,Cleveland.,Bob,neutral,neutral,703,2,1,5,"0:13:43,163","0:13:44,413"
6722,7103,What?,Monica,surprise,negative,703,5,1,5,"00:13:48,202","00:13:49,619"
6723,7104,I suddenly had the feeling that I was falling. But I'm not.,Joey,neutral,neutral,703,6,1,5,"00:13:50,120","00:13:56,584"
6724,7113,"Ok, I'm makin' a break for it, I'm goin' out the window.",Chandler,neutral,neutral,704,0,1,14,"00:04:24,222","00:04:26,765"
6725,7114,"No, no, no, don't! I've been waitin' for like, forever to go out with Lorraine. Just calm down.",Joey,anger,negative,704,1,1,14,"00:04:27,016","00:04:34,064"
6726,7115,Calm down? Calm down? You set me up with the woman that I've dumped twice in the last five months!,Chandler,anger,negative,704,2,1,14,"00:04:31,854","00:04:37,109"
6727,7116,"Can you stop yellin'? You're makin' me nervous, and I can't go when I'm nervous.",Joey,anger,negative,704,3,1,14,"00:04:39,612","00:04:48,745"
6728,7117,"I'm sorry, I'm sorry, you're right.  Come on, do it, do it, go, come on!!!",Chandler,anger,negative,704,4,1,14,"00:04:49,330","00:04:58,547"
6729,7118,"Hey you guys, guess what?",Phoebe,neutral,neutral,705,0,5,10,"00:02:21,766","00:02:23,100"
6730,7119,The British are coming?,Chandler,neutral,neutral,705,1,5,10,"00:02:27,355","00:02:28,730"
6731,7120,"Ohh, you and your ways.  Since its Christmastime. Im going to be one of those people collection donations.",Phoebe,joy,positive,705,2,5,10,"00:02:30,525","00:02:38,407"
6732,7121,"Yeah, I already have my bell and later on...I get my bucket.",Phoebe,joy,positive,705,3,5,10,"00:02:38,575","00:02:41,910"
6733,7122,Ohh.,Chandler,neutral,neutral,705,4,5,10,"00:02:42,120","00:02:43,162"
6734,7123,"Yeah, yeah, Im going to be out there spreading joy to the people.",Phoebe,joy,positive,705,5,5,10,"00:02:43,329","00:02:46,123"
6735,7124,"I mean, last year, I spread a little joy but not really enough.",Phoebe,joy,positive,705,6,5,10,"00:02:46,291","00:02:48,834"
6736,7125,"So this year, Im going to do the whole city.",Phoebe,joy,positive,705,7,5,10,"00:02:49,002","00:02:52,129"
6737,7126,"You know, I knew a girl in high school who did that. She was",Monica,neutral,neutral,705,8,5,10,"00:02:53,715","00:02:56,925"
6738,7127,I can't,Monica,neutral,neutral,706,0,5,13,"00:00:02,460","00:00:07,339"
6739,7128,"Oh! Look at that, time's up! My turn!",Chandler,joy,positive,706,1,5,13,"00:00:13,680","00:00:14,722"
6740,7129,That was a half an hour?,Monica,surprise,positive,706,2,5,13,"0:00:16,933","0:00:18,325"
6741,7130,It's your timer.,Chandler,neutral,neutral,706,3,5,13,"0:00:18,325","0:00:19,409"
6742,7131,"Y'know, I don't like to brag about it, but I give the",Monica,neutral,neutral,706,4,5,13,"00:00:22,731","00:00:27,234"
6743,7132,"All right, then massage me up right nice!",Chandler,joy,positive,706,5,5,13,"00:00:27,485","00:00:30,320"
6744,7133,Ah! Ahh!! Ahh!!,Chandler,joy,positive,706,6,5,13,"00:00:32,240","00:00:35,242"
6745,7134,"It's so good, isn't it?",Monica,neutral,neutral,706,7,5,13,"00:00:35,410","00:00:36,952"
6746,7135,It's so good I don't know what I've done to deserve it!,Chandler,joy,positive,706,8,5,13,"00:00:37,203","00:00:39,413"
6747,7136,Say good-bye to sore muscles!,Monica,joy,positive,706,9,5,13,"0:00:41,458","0:00:42,543"
6748,7137,Good-bye muscles!!,Chandler,joy,positive,706,10,5,13,"0:00:42,543","0:00:43,190"
6749,7138,Oh whoa-whoa-whoa!,Phoebe,anger,negative,707,0,5,10,"00:16:32,282","00:16:33,324"
6750,7139,"Wait a minute, open up your hand; let me take a look.",Phoebe,neutral,neutral,707,1,5,10,"00:16:33,492","00:16:36,244"
6751,7140,Quarter.,Phoebe,neutral,neutral,707,2,5,10,"0:16:36,537","0:16:37,413"
6752,7141,Dime.,Phoebe,neutral,neutral,707,3,5,10,"0:16:37,413","0:16:37,965"
6753,7142,Lint?,Phoebe,neutral,neutral,707,4,5,10,"0:16:37,965","0:16:38,527"
6754,7143,Not interested in that.,Phoebe,neutral,neutral,707,5,5,10,"0:16:38,527","0:16:40,505"
6755,7144,What's this?,Phoebe,neutral,neutral,707,6,5,10,"0:16:41,041","0:16:43,103"
6756,7145,A Canadian coin?,Phoebe,neutral,neutral,707,7,5,10,"0:16:43,103","0:16:43,979"
6757,7146,Get outta here!,Phoebe,surprise,negative,707,8,5,10,"0:16:43,979","0:16:44,132"
6761,7150,And you can leave the hurt bunny look over there too!,Phoebe,anger,negative,707,12,5,10,"00:16:54,972","00:16:58,224"
6763,7152,I thought I told you to get outta here!,Phoebe,anger,negative,707,14,5,10,"0:16:59,995","0:17:03,155"
6764,7153,"Uh, Phoebe we've been getting complaints and uh, we're gonna move you to a less high-profile spot.",Bob,neutral,neutral,707,15,5,10,"00:17:04,982","00:17:10,194"
6769,7158,Thats great.,Chandler,joy,positive,711,0,1,20,"00:02:47,363","00:02:48,448"
6770,7159,"Yeah-yeah, and if I get it by day Ill  Dr. Drake Remoray, but by night Ill be  Joey Trrrribbiani!",Joey,joy,positive,712,0,8,20,"00:02:48,615","00:02:55,997"
6771,7160,Youll be perfect for this! Thats already your name!,Chandler,joy,positive,712,1,8,20,"00:02:56,623","00:03:00,251"
6772,7161,But the auditions in a couple hours and I dont even understand the game.,Joey,fear,negative,712,2,8,20,"00:03:00,668","00:03:04,047"
6774,7163,Oh really? Thatd be great! You guys can be the contestants!,Joey,surprise,positive,712,4,8,20,"00:03:05,840","00:03:08,676"
6775,7164,Awesome!,Ross,joy,positive,712,5,8,20,"00:03:08,885","00:03:10,511"
6776,7165,"Okay, I guess we can lose to junior high girls some other time.",Chandler,neutral,neutral,712,6,8,20,"00:03:10,678","00:03:14,140"
6777,7166,All right! Lets play Bamboozled!,Joey,joy,positive,712,7,8,20,"0:03:14,682","0:03:16,854"
6778,7167,Bamboozled?,Chandler,surprise,positive,712,8,8,20,"0:03:16,854","0:03:18,523"
6779,7168,"Yeah, isnt that a cool name?",Joey,joy,positive,712,9,8,20,"00:03:18,686","00:03:19,687"
6780,7169,Yeah!,Ross,joy,positive,712,10,8,20,"0:03:19,896","0:03:20,748"
6781,7170,No!,Chandler,disgust,negative,712,11,8,20,"0:03:20,748","0:03:21,028"
6782,7171,"Oh. Okay, just breathe.",Ross,neutral,neutral,713,0,8,23,"00:04:16,327","00:04:19,122"
6783,7172,"Oh honey, I think Im having one too!",Julie,surprise,positive,713,1,8,23,"00:04:19,330","00:04:22,917"
6784,7173,Look at this!  There we go!,Marc,joy,positive,713,2,8,23,"00:04:26,337","00:04:31,092"
6785,7174,"Excuse me. Hi, Im a professor here. Do you know the Paleontology section, fifth floor, stack 437?",Ross,neutral,neutral,714,0,7,7,"00:09:43,583","00:09:51,548"
6786,7175,"Well, yes! Just give me five minutes, I just have to find someone to cover my shift.",The Librarian,joy,positive,714,1,7,7,"00:09:51,757","00:09:58,138"
6787,7176,No! No!! No! Can I speak to someone in charge please?!,Ross,anger,negative,714,2,7,7,"00:10:00,433","00:10:05,645"
